title,author,rating,isbn,language,pages,ratings_count,reviews_count,year,publisher
Next: The Future Just Happened,Michael   Lewis,3.67,0393323528,en-US,240,1317,106,5/17/2002,W. W. Norton  Company
The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,0679751238,eng,496,1278,74,1/28/1997,Vintage
Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press)  #11),Andreas J. Köstenberger/Peter T. O'Brien,3.93,0851115195,eng,351,93,8,1/1/2001,Inter Varsity Press
The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,Robert D. Kaplan,4.12,0679431489,eng,476,10,3,2/27/1996,Random House  Inc.
When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.19,0375758259,eng,264,20145,530,10/9/2001,Random House Trade Paperbacks
When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,4.19,1841155047,eng,275,247,13,6/1/2009,Fourth Estate
The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,3.94,0553483323,eng,96,54,2,9/1/1996,Sweet Valley
Pearl and Wagner: Three Secrets,Kate McMullan/Janet Allison Brown/R.W. Alley,3.84,0803725744,eng,48,60,7,5/24/2004,Dial
A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),Simon Schama,4.06,0786868996,en-US,576,675,41,12/18/2002,Miramax Books
The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,0385602057,eng,464,22,6,3/3/2003,Doubleday
O Historiador,Elizabeth Kostova,3.78,857302710X,por,544,43,3,8/19/2005,Suma de Letras Brasileiras
Kim,Rudyard Kipling/Jeffrey Meyers,3.72,1593081928,eng,286,398,63,12/15/2003,Barnes  Noble Classics
Birds Without Wings,Louis de Bernières,4.16,0436205491,eng,640,48,8,7/1/2004,Secker
God Knows,Joseph Heller,3.8,0684841258,eng,368,2992,163,11/12/1997,Simon  Schuster
Picture This,Joseph Heller,3.68,0684868199,en-US,352,1219,67,3/24/2000,Simon  Schuster
Closing Time,Joseph Heller,3.02,0743239806,eng,464,106,9,7/1/2003,Simon & Schuster (Trade Division)
Good as Gold,Joseph Heller,3.36,0684839741,eng,445,2631,100,11/12/1997,Simon  Schuster
Something Happened,Joseph Heller,3.52,0684841215,eng,576,6166,399,11/12/1997,Simon  Schuster
Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,1879794063,eng,96,61,1,6/26/2001,Archie Comics
The Moviegoer,Walker Percy,3.68,0375701966,eng,242,21634,1660,4/14/1998,Vintage Books USA
Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,3.53,0060745908,en-US,409,2828,459,3/2/2004,William Morrow Paperbacks
Wicked: Memorias de una bruja mala (Los años malvados  #1),Gregory Maguire/Claudia Conde,3.53,0061351393,spa,508,47,10,5/1/2007,Rayo
The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,Christopher M. Andrew/Vasili Mitrokhin,3.93,0465003125,en-US,736,1170,82,8/29/2000,Basic Books
Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,0752842692,eng,320,1680,117,9/4/2003,Orion
Sword and Shield,John Terra,4.0,1560764988,eng,16,5,1,9/1/1992,TSR Inc.
A Year in the Merde,Stephen Clarke,3.54,1582346178,en-US,276,11429,979,5/2/2006,Bloomsbury Publishing PLC
Merde!: The Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,0684854279,eng,112,155,13,12/9/1998,Gallery Books
Merde Encore!: More of the Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,0684854287,eng,104,46,1,12/9/1998,Gallery Books
Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,1415930686,eng,384,326,66,7/18/2006,Books on Tape
Green Hills of Africa,Ernest Hemingway/Edward Shenton,3.56,0099460955,eng,200,7290,387,3/4/2004,Vintage Classics
Across the River and into the Trees,Ernest Hemingway,3.33,0684844648,eng,272,5546,342,4/15/1998,Scribner
Hemingway: The Paris Years,Michael S. Reynolds,4.17,0393318796,eng,402,490,35,5/17/1999,W. W. Norton  Company
Adios Hemingway,Leonardo Padura/John King,3.72,184195795X,eng,229,659,85,3/10/2006,Canongate U.S.
By-Line: Selected Articles and Dispatches of Four Decades,Ernest Hemingway/William M. White,3.96,0684839059,en-US,512,421,33,5/12/1998,Scribner
The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,4.17,0393318354,eng,556,279,32,12/17/1998,W. W. Norton  Company
Hemingway: A Biography,Jeffrey Meyers,4.0,0306808900,eng,644,197,15,5/7/1999,Da Capo Press
The Sword of Straw (The Sangreal Trilogy  #2),Amanda Hemingway,3.81,0345460804,eng,336,138,8,3/28/2006,Del Rey
A Farewell to Arms,Ernest Hemingway/John Slattery,3.8,0743564375,eng,8,290,65,5/1/2006,Simon  Schuster Audio
A Farewell to Arms,Ernest Hemingway,3.8,0684174693,eng,336,174,30,2/1/1982,MacMillan Publishing Company
The Big Rock Candy Mountain,Wallace Stegner,4.15,0140139397,eng,563,6187,669,3/1/1991,Penguin
Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,4.07,0140159940,eng,438,3010,244,3/1/1992,Penguin Books
Collected Stories,Wallace Stegner/Lynn Stegner,4.22,0143039792,eng,576,608,59,7/25/2006,Penguin Classics
All the Little Live Things,Wallace Stegner,4.09,0140154418,eng,345,2595,350,12/1/1991,Penguin Books
Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,0375759328,eng,234,1553,113,4/9/2002,Modern Library
Wallace Stegner: His Life and Work,Jackson J. Benson,4.19,0140247963,eng,496,88,8,11/1/1997,Penguin Books
Letters of E.B. White,E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,4.13,0060757086,eng,736,694,39,11/28/2006,Harper
Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,1892145022,eng,58,5379,544,1/1/2000,Little Bookroom
Charlotte's Web,E.B. White/Garth Williams,4.17,0061228745,eng,179,7,1,11/1/2006,HarperEntertainment
Charlotte's Web,E.B. White/Garth Williams,4.17,0140364498,eng,256,223,22,10/28/1993,Penguin Books  Limited (UK)
Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,4.12,0802135587,eng,814,15468,548,3/9/1998,Grove Press (NYC)
Gatsby's Girl,Caroline Preston,3.54,0618537252,en-US,312,863,121,5/1/2006,Houghton Mifflin Harcourt
In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,3.89,1585421774,eng,352,2246,166,9/16/2002,TarcherPerigee
Pipe Dream (Strivers Row),Solomon Jones,3.97,0375756604,eng,341,139,17,7/31/2001,Villard
The Pleasure of My Company,Steve Martin,3.78,0786888016,eng,176,13257,1240,10/6/2004,Hachette Books
Shopgirl,Steve Martin,3.43,0786891076,eng,130,30067,2166,1/1/2000,Hachette Books
The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,0684873176,eng,752,84,4,3/1/2013,Simon & Schuster
Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,0743250443,eng,336,5980,171,11/6/2003,Simon  Schuster
The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,3.96,1555916228,en-US,112,1052,36,7/1/2007,Fulcrum Publishing
The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson/Douglas Brinkley,4.14,0345377966,eng,720,2961,116,4/7/1998,Ballantine Books
Einstein: His Life and Universe,Walter Isaacson,4.11,0743264738,eng,675,113315,2833,4/10/2007,Simon  Schuster
The Wise Men: Six Friends and the World They Made,Walter Isaacson/Evan Thomas,4.07,0684837714,eng,864,2664,78,6/4/1997,Simon & Schuster
Kissinger,Walter Isaacson,3.94,0743286979,eng,896,2507,140,9/27/2005,Simon  Schuster
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.16,0385496095,eng,275,39822,2297,2/15/2000,Anchor
Where Rainbows End,Cecelia Ahern,3.94,0007189958,eng,454,652,109,11/8/2004,HarperCollins
Irish Girls Are Back in Town,Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin,3.74,0743499263,eng,384,805,36,3/1/2005,Gallery Books
There's No Place Like Here,Cecelia Ahern,3.67,1401301886,eng,340,1926,314,9/4/2007,Hachette Books
Final Rain (The Survivalist  #19),Jerry Ahern,3.69,0821726846,eng,220,95,4,6/1/1989,Zebra
The Pursuit of Happyness,Chris Gardner,4.19,0060744871,eng,320,21292,756,10/24/2006,Amistad
Harvesting the Heart,Jodi Picoult,3.6,0140230270,eng,453,39611,2473,4/1/1995,Penguin Books
The Tenth Circle,Jodi Picoult,3.5,074349671X,eng,416,108646,5039,10/24/2006,Allen & Ulwin
Mercy,Jodi Picoult,3.58,0743422449,eng,400,42046,2564,4/1/2001,Washington Square Press
Picture Perfect,Jodi Picoult,3.54,0425185508,eng,369,46383,2502,7/2/2002,Berkley
Songs of the Humpback Whale,Jodi Picoult,3.2,0743431014,eng,346,27590,1838,10/1/2001,Washington Square Press
Salem Falls,Jodi Picoult,3.82,0743418719,eng,434,67431,3066,8/1/2002,Washington Square Press
The Pact,Jodi Picoult,4.01,0061150142,eng,512,244774,8841,8/29/2006,Avon
My Sister's Keeper,Jodi Picoult,4.07,0743454537,eng,423,986711,29652,2/1/2005,Washington Square Press
Cold Mountain,Charles Frazier,3.86,0802142842,eng,356,208001,4972,9/1/2006,Grove Press
The Collected Songs of Cold Mountain,Hanshan/Red Pine/John Blofeld,4.41,1556591403,eng,320,685,36,6/1/2000,Copper Canyon Press
For One More Day,Mitch Albom,4.1,1401303277,eng,197,113593,6830,9/26/2006,Hachette Books
Just One More Day: A Memoir,Susan    Lewis,3.98,0099486830,eng,340,180,25,1/5/2006,Arrow Books
Ya Sé Que Te Quiero,Billy Crystal/Elizabeth Sayles,4.19,0060845988,spa,40,0,0,4/11/2006,Rayo
Absolutely Mahvelous,Billy Crystal/Dick Schaap,3.79,0399512462,eng,128,24,2,7/18/1986,Perigee Trade
The Last Innocent Man,Phillip Margolin,3.91,0060739681,eng,352,1667,57,1/25/2005,HarperTorch
Outlander (Outlander  #1),Diana Gabaldon,4.23,0440242940,eng,850,673350,34690,7/26/2005,Dell Publishing Company
A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,0385340397,eng,980,105950,3992,8/29/2006,Delta
Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2),Timothy Truman/Rick Leonardi/Tom Raney/Al Rio,3.43,1569715149,eng,144,126,17,4/18/2001,Dark Horse
The Fiery Cross (Outlander  #5),Diana Gabaldon/Janos Farkas,4.27,0440221668,eng,1443,128901,5294,8/30/2005,Dell
Refuge (Outlanders  #36),James Axler,3.93,0373638493,eng,346,5,0,2/14/2006,Gold Eagle
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,0385302312,eng,743,1088,118,7/1/1992,Delacorte Press
Outlander,Matt Keefe,3.85,184416411X,eng,254,54,5,12/26/2006,Games Workshop(uk)
Hydra's Ring (Outlanders  #39),James Axler,3.88,0373638523,eng,348,25,2,11/1/2006,Gold Eagle
Omega Path (Outlanders  #4),James Axler,3.87,0373638175,en-US,352,80,2,1/23/1998,Gold Eagle
Savage Sun (Outlanders  #3),James Axler,3.84,0373638167,en-US,352,95,3,10/24/1997,Gold Eagle
As I Lay Dying,William Faulkner/E.L. Doctorow,3.71,0375504524,eng,231,1003,101,1/25/2001,Modern Library
Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,4.42,1931082898,eng,1180,199,13,4/6/2006,Library of America
Light in August,William Faulkner,3.94,0679732268,eng,507,47794,1920,1/30/1991,Vintage
Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,William Faulkner/Noel Polk/Joseph Blotner,4.44,0940450852,eng,1110,90,7,10/1/1994,Library of America
Selected Short Stories,William Faulkner,4.09,0679424784,eng,320,1017,64,5/18/1993,Modern Library
Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,3.86,0394701496,eng,320,1457,117,2/12/1958,Vintage Books
The Town,William Faulkner,4.1,0394701844,eng,371,1253,68,2/12/1961,Vintage Books
Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,eng,870,198818,8130,8/7/2001,Delta
Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,0385335989,eng,880,141771,5455,8/7/2001,Delta
The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,4.08,0385324138,eng,577,11433,478,6/29/1999,Delacorte Press
Lord John and the Private Matter (Lord John Grey  #1),Diana Gabaldon,3.7,0770429459,eng,368,32446,1345,10/4/2005,Seal
Cross Stitch (Outlander  #1),Diana Gabaldon,4.23,0099911701,eng,864,2384,323,3/3/1994,Arrow Books
The Eight,Katherine Neville,3.91,0345419081,eng,624,536,60,6/23/1997,Ballantine Books
Your Eight Year Old: Lively and Outgoing,Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David,3.86,0440506816,eng,160,183,26,3/1/1990,Dell
Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,4.3,0861711769,eng,288,1103,50,6/15/2001,Wisdom Publications
Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof/Stephen Jay Gould,4.03,0805065377,en-US,336,8614,242,5/1/2000,Holt Paperbacks
Eleven on Top (Stephanie Plum  #11),Janet Evanovich,4.16,0312985347,eng,321,91695,1731,6/20/2006,St. Martin's Press
El Clan Del Oso Cavernario,Jean M. Auel/Leonor Tejada Conde-Pelayo,4.05,9684581149,spa,548,176,12,9/1/1981,Lasser Press
The Portable James Joyce,James Joyce/Harry Levin,4.17,0517618877,eng,762,20,3,8/20/1986,Random House Value Publishing/TheViking Press
Dubliners,James Joyce/Jeri Johnson/Thiên Lương,3.85,0192839993,eng,207,91755,3246,3/15/2001,Oxford University Press
Finnegans Wake,James Joyce,3.67,0571217354,eng,628,9780,591,11/4/2002,Faber & Faber
Jane Eyre,Charlotte Brontë/Stevie Davies,4.12,0141441143,eng,590,8333,874,6/29/2006,Penguin Classics
Jane Eyre,Charlotte Brontë/Richard J. Dunn,4.12,0393975428,eng,534,1475,156,12/13/2000,W. W. Norton & Company
Jane Eyre,Jane E. Gerver/Bill Dodge/Charlotte Brontë,4.06,0679886184,eng,112,140,8,6/17/1997,Random House Books for Young Readers
Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte/Margaret Sayers Peden,3.75,0452287987,eng,268,3240,130,11/28/2006,Plume
Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,0140437282,eng,744,8156,366,2/27/2003,Penguin Books
No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,8420469432,spa,537,199,5,11/10/2005,Alfaguara
The Flanders Panel,Arturo Pérez-Reverte/Margaret Jull Costa,3.79,0156029588,eng,295,12998,589,6/7/2004,Mariner Books
The Seville Communion,Arturo Pérez-Reverte/Sonia Soto,3.68,0156029812,eng,400,3912,209,6/7/2004,Mariner Books
Little Birds,Anaïs Nin,3.72,0156029049,eng,148,7888,366,2/2/2004,Mariner Books
The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin/Gunther Stuhlmann,4.18,0156260263,eng,372,1775,47,3/25/1970,Mariner Books
"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,015640057X,eng,304,8311,449,10/29/1990,Mariner Books
House of Incest,Anaïs Nin/Val Telberg,3.8,0804001480,eng,72,1843,143,2/1/1991,Swallow Press
The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin/Gunther Stuhlmann,4.18,0156260271,eng,348,1392,40,3/24/1971,Mariner Books
The Spectator Bird,Wallace Stegner,3.99,0140139400,eng,214,4808,550,11/1/1990,Penguin
The Big Book of Boy Stuff,Bart King/Chris Sabatino,4.23,1586853333,eng,292,147,25,7/1/2004,Gibbs Smith Publishers
The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,Clint Willis,3.86,0786715790,eng,535,452,36,9/14/2006,Carroll & Graf Publishers
Roald Dahl: The Storyteller (Famous Lives),Jason Hook,4.06,0750244917,eng,48,0,0,8/12/2004,Hodder Wayland
Les Nouvelles Recettes irrésistibles de Roald Dahl,Roald Dahl/Quentin Blake,4.14,2070536289,fre,64,0,0,9/18/2002,Gallimard Jeunesse
Relatos de lo inesperado,Roald Dahl/Carmelina Payá/Antonio Samons,4.18,8433920863,spa,320,387,30,6/30/2016,Anagrama
Konfetti Ungemütliches + Ungezogenes,Roald Dahl,3.59,3499158477,ger,123,27,1,1/2/1987,Rowohlt Taschenbuch Verlag GmbH
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,0767915305,eng,272,19422,2077,6/8/2004,Broadway Books
The Read-Aloud Handbook,Jim Trelease,4.41,0143037390,eng,432,4357,707,7/25/2006,Penguin Books
The Working Poor: Invisible in America,David K. Shipler,4.03,0375708219,eng,352,4929,369,1/4/2005,Vintage
First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,0380818957,en-US,384,1051,47,1/1/2002,Avon Books
Eat Right 4 Your Type,Peter J. D'Adamo/Catherine Whitney,3.57,071267716X,en-US,375,186,16,4/2/1998,Century
The Annotated Gulliver's Travels,Jonathan Swift/Isaac Asimov,3.57,0517539497,eng,298,57,9,10/29/1980,Random House Value Publishing
Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,3.57,0393099415,eng,432,174,9,3/1/1980,W. W. Norton & Company
The Chronicles of Narnia CD Box Set,C.S. Lewis/Kenneth Branagh,4.26,0694524751,eng,31,202,24,10/26/2004,HarperFestival
The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis/Pauline Baynes,4.26,0060765453,eng,766,1131,53,10/15/2005,HarperEntertainment
Mere Christianity,C.S. Lewis/Kathleen Norris,4.32,0060652926,eng,227,7665,664,4/21/2015,HarperOne
Mere Christianity,C.S. Lewis,4.32,0684823780,eng,191,240060,5828,6/1/1996,Touchstone Books
The Screwtape Letters,C.S. Lewis,4.22,0060652896,eng,224,116834,4746,3/6/2001,HarperCollins
The Screwtape Letters/Book & Study Guide,C.S. Lewis,4.22,0800783360,en-US,172,96,12,1/1/1976,Fleming H Revell Co
Four Mothers,Shifra Horn/Dalya Bilu,3.69,0312263236,eng,276,204,28,6/10/2000,Picador
Four Mothers at Chautuaqua,Pansy/Isabella MacDonald Alden,4.04,0842331913,eng,265,28,1,4/30/1997,Living Books
The Trial of God: (as it was held on February 25  1649  in Shamgorod),Elie Wiesel/Robert McAfee Brown/Matthew Fox,4.14,0805210539,eng,208,957,72,11/14/1995,Schocken
Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,3.9,0674854292,eng,318,1458,108,11/15/1998,Harvard University Press
Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye,3.87,0809037726,eng,81,12576,975,3/21/2006,Hill & Wang
The Forgotten,Elie Wiesel/Stephen Becker,3.94,0805210199,eng,320,503,36,1/31/1995,Schocken Books Inc
Day (The Night Trilogy  #3),Elie Wiesel/Anne Borchardt,3.84,0809023091,eng,109,7332,465,3/21/2006,Hill and Wang
All Rivers Run to the Sea,Elie Wiesel,4.15,0805210288,eng,464,954,63,10/22/1996,Schocken
Father Hunger: Fathers  Daughters  and the Pursuit of Thinness,Margo Maine/Craig  Johnson,3.57,0936077492,eng,288,15,1,9/30/2004,Gürze Books
Father Hunger: Fathers  Daughters & Food,Margo Maine/Craig L. Johnson,3.57,0936077093,eng,254,56,5,9/1/2003,Gurze Books
Bold Land  Bold Love (Australian Trilogy  #1),Connie Mason,3.83,0505522748,eng,469,225,16,8/1/1998,Love Spell
Leading with a Limp: Turning Your Struggles Into Strengths,Dan B. Allender,4.04,1578569508,eng,206,506,52,5/16/2006,Waterbrook Press
Something to Declare,Julia Alvarez,3.99,0452280672,en-US,300,726,50,9/1/1999,Plume Books
How the García Girls Lost Their Accents,Julia Alvarez,3.63,0452287073,eng,304,18032,1144,10/4/2005,Plume
Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),Bruce Edward Walker/Ken Kesey/CliffsNotes,4.17,0764586629,eng,112,22,3,12/11/2000,Cliffs Notes
One Flew Over the Cuckoo's Nest,Ken Kesey,4.2,0451137094,eng,272,1120,104,2/1/1963,Signet
One Flew over the Cuckoo's Nest,Ken Kesey,4.2,0451143426,eng,272,67,5,2/1/1963,Signet
The Sea  The Sea,Iris Murdoch/Mary Kinzie,3.92,014118616X,eng,528,13010,771,3/1/2001,Penguin Books Ltd
Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch/George Steiner/Peter J. Conradi,4.1,0140264922,eng,576,184,18,7/1/1999,Penguin
A Fairly Honourable Defeat,Iris Murdoch/Peter Reed,3.93,0141186178,eng,432,1417,115,3/1/2001,Penguin Classics
